"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","61382","test_smena_pr","test_app_android.project.tests","Sun Feb 02 14:31:16 MSK 2025","passed","Sun Feb 02 14:32:17 MSK 2025","","test","",""
